label,x,y,plot_type,plot_num
s_s7_01,0.0,666666.6666666667,path,0
s_s7_01,15.000000000000005,666666.6666666667,path,0
s_s7_01,17.029236402154314,666666.6666666667,path,0
s_s7_01,19.332992829363814,666666.6666666667,path,0
s_s7_01,21.948407016826035,666666.6666666667,path,0
s_s7_01,24.91764078268217,666666.6666666667,path,0
s_s7_01,28.288559698150404,666666.6666666667,path,0
s_s7_01,32.11550470508384,666666.6666666667,path,0
s_s7_01,36.460168119824786,666666.6666666667,path,0
s_s7_01,41.39258814498571,666666.6666666667,path,0
s_s7_01,46.9922779211981,666666.6666666667,path,0
s_s7_01,53.34950731972127,666666.6666666667,path,0
s_s7_01,60.56675813906628,666666.6666666667,path,0
s_s7_01,68.76037616415081,666666.6666666667,path,0
s_s7_01,78.06244672002536,666666.6666666667,path,0
s_s7_01,88.62292395505915,666666.6666666667,path,0
s_s7_01,100.612048178723,666666.6666666667,path,0
s_s7_01,114.2230902226942,666666.6666666667,path,0
s_s7_01,129.6754670657905,666666.6666666667,path,0
s_s7_01,147.21827894820817,666666.6666666667,path,0
s_s7_01,167.1343249951554,666666.6666666667,path,0
s_s7_01,189.74466208379926,666666.6666666667,path,0
s_s7_01,215.41378044479345,666666.6666666667,path,0
s_s7_01,244.55547943174335,666666.6666666667,path,0
s_s7_01,277.63953817902274,666666.6666666667,path,0
s_s7_01,315.19928868236826,666666.6666666667,path,0
s_s7_01,357.8402133841951,666666.6666666667,path,0
s_s7_01,406.2497058611199,666666.6666666667,path,0
s_s7_01,461.20815196097755,666666.6666666667,path,0
s_s7_01,523.6015100229462,666666.6666666667,path,0
s_s7_01,594.4355929803809,666666.6666666667,path,0
s_s7_01,674.8522825811787,666666.6666666667,path,0
s_s7_01,766.1479371072219,666666.6666666667,path,0
s_s7_01,869.7942893347816,666666.6666666667,path,0
s_s7_01,987.4621716217197,666666.6666666667,path,0
s_s7_01,1121.0484505820618,666666.6666666667,path,0
s_s7_01,1272.7066055487148,666666.6666666667,path,0
s_s7_01,1444.8814437648273,666666.6666666667,path,0
s_s7_01,1640.348511930484,666666.6666666667,path,0
s_s7_01,1862.2588394390832,666666.6666666667,path,0
s_s7_01,2114.1897345873094,666666.6666666667,path,0
s_s7_01,2400.202452619678,666666.6666666667,path,0
s_s7_01,2724.9076652460685,666666.6666666667,path,0
s_s7_01,3093.5397870345105,666666.6666666667,path,0
s_s7_01,3512.0413568587182,666666.6666666667,path,0
